#CurrentValue,#time
4.634429,1721359
4.629101,1721981
4.623723,1722523
4.618340,1723184
4.612993,1723912
4.607724,1724571
4.602535,1725498
4.597212,1726329
4.592096,1727065
4.586846,1727927
4.581634,1729013
4.576372,1730222
4.571190,1731314
4.565916,1732574
4.560636,1733864
4.555308,1734688
4.550102,1735936
4.544674,1737629
4.539413,1739552
4.534059,1741062
4.528699,1742690
4.523160,1744216
4.517743,1746091
4.512494,1748054
4.506978,1750265
4.501630,1752610
4.496187,1754376
4.490913,1756354
4.485501,1757846
4.480258,1758399
4.474921,1759084
4.469578,1759784
4.464316,1760456
4.459136,1761203
4.453994,1761933
4.448802,1762663
4.443692,1763434
4.438532,1764368
4.433454,1765290
4.428371,1766404
4.423414,1767278
4.418408,1767996
4.413351,1768941
4.408422,1769800
4.403399,1770533
4.398326,1771327
4.393290,1772162
4.388295,1772979
4.383293,1773574
4.378196,1774552
4.373093,1775151
4.368119,1775653
4.362780,1776211
4.357659,1776757
4.352487,1777250
4.347264,1777894
4.341899,1779076
4.336573,1780700
4.331331,1781606
4.325902,1782516
4.320465,1783716
4.315067,1785504
4.309526,1787293
4.304115,1788598
4.298605,1790074
4.293089,1791496
4.287473,1792461
4.281851,1793139
4.276267,1793779
4.270767,1794490
4.265215,1795148
4.259609,1795813
4.254180,1796515
4.248653,1797293
4.243163,1798112
4.237621,1798957
4.232118,1799729
4.226746,1800439
4.221321,1801154
4.215890,1801949
4.210544,1802889
4.205005,1804234
4.199646,1805073
4.194326,1805760
4.188859,1806536
4.183433,1808023
4.178092,1810449
4.172698,1812758
4.167297,1814654
4.161936,1816434
4.156569,1818253
4.151241,1820084
4.145860,1821938
4.140518,1824260
4.135170,1825886
4.129815,1826493
4.124500,1827012
4.119226,1827611
4.113851,1828339
4.108706,1828860
4.103412,1829384
4.098159,1830147
4.092947,1831029
4.087776,1831839
4.082503,1833462
4.077463,1835600
4.072272,1836958
4.067124,1838410
4.062113,1840073
4.056999,1841701
4.051880,1844171
4.046946,1846585
4.042056,1848629
4.036966,1850120
4.031918,1850693
4.027009,1851298
4.022094,1851836
4.017174,1852473
4.012247,1853168
4.007315,1853854
4.002425,1854555
3.997578,1855225
3.992725,1856045
3.987916,1856982
3.983052,1857687
3.978230,1858218
3.973453,1858804
3.968620,1859465
3.963781,1860071
3.958838,1860618
3.953938,1861287
3.949081,1862296
3.944219,1864265
3.939301,1865611
3.934376,1866889
3.929545,1868345
3.924409,1870318
3.919466,1872358
3.914566,1874311
3.909611,1876240
3.904599,1877930
3.899681,1879459
3.894656,1879954
3.889726,1880648
3.884789,1881415
3.879695,1882135
3.874846,1882895
3.869992,1883662
3.865029,1884481
3.860214,1885164
3.855442,1885838
3.850462,1886524
3.845729,1887172
3.840940,1887924
3.836093,1888665
3.831343,1889537
3.826689,1890295
3.821876,1890926
3.817160,1891660
3.812437,1892249
3.807709,1892963
3.803027,1894272
3.798184,1895754
3.793386,1897496
3.788634,1898956
3.784031,1900016
3.779267,1900893
3.774394,1901968
3.769566,1903400
3.764680,1904326
3.759892,1905025
3.755045,1905749
3.750297,1906464
3.745386,1907267
3.740469,1907992
3.735754,1908711
3.730824,1909503
3.725940,1910151
3.721049,1910864
3.716310,1911585
3.711301,1912304
3.706550,1912975
3.701687,1913668
3.696817,1914342
3.691941,1915070
3.687058,1915774
3.682276,1916448
3.677380,1917195
3.672425,1918088
3.667517,1918903
3.662655,1919739
3.657787,1920508
3.652698,1921191
3.647870,1921837
3.642929,1922616
3.638035,1923655
3.633025,1924485
3.628064,1925486
3.623096,1927085
3.618174,1929215
3.613192,1931164
3.608203,1933251
3.603316,1935010
3.598422,1936636
3.593522,1938540
3.588669,1940585
3.583755,1942035
3.578890,1943231
3.574072,1943893
3.569358,1944709
3.564582,1945462
3.559745,1946136
3.555122,1946819
3.550437,1947567
3.545802,1948122
3.541050,1948635
3.536513,1949793
3.532026,1950587
3.527366,1951691
3.522923,1953617
3.518418,1955105
3.514075,1956310
3.509726,1957438
3.505261,1958506
3.500845,1959649
3.496480,1961556
3.492166,1963466
3.487734,1965356
3.483352,1967290
3.479247,1969014
3.474798,1970730
3.470626,1972280
3.466393,1974422
3.462154,1977181
3.458023,1979362
3.453887,1980618
3.449690,1981275
3.445544,1981916
3.441621,1982513
3.437466,1983217
3.433534,1983991
3.429540,1984705
3.425598,1985502
3.421595,1986228
3.417645,1986914
3.413804,1987659
3.409902,1988384
3.406053,1989128
3.402142,1989864
3.398399,1990619
3.394595,1991411
3.390729,1992298
3.386973,1993071
3.383098,1993965
3.379334,1995049
3.375567,1996424
3.371794,1997742
3.367902,1999022
3.364121,2000380
3.360278,2001819
3.356372,2003790
3.352637,2005812
3.348663,2008192
3.344861,2010198
3.341113,2011957
3.337360,2012680
3.333486,2013395
3.329843,2014081
3.326078,2014793
3.322309,2015445
3.318535,2016068
3.314875,2016669
3.311093,2017454
3.307425,2018249
3.303753,2018965
3.300136,2019645
3.296456,2020343
3.293010,2021002
3.289322,2021613
3.285868,2022506
3.282231,2023459
3.278650,2024283
3.275185,2024903
3.271597,2025987
3.268124,2026967
3.264528,2028198
3.261168,2029056
3.257684,2030032
3.254016,2031383
3.250645,2032457
3.247090,2033213
3.243591,2034041
3.240028,2035239
3.236521,2037405
3.232951,2039164
3.229497,2040477
3.225918,2041639
3.222457,2043102
3.218993,2044364
3.215463,2045739
3.211991,2047508
3.208454,2049353
3.205157,2050846
3.201674,2051344
3.198309,2051955
3.194941,2052663
3.191569,2053299
3.188193,2053945
3.185060,2054605
3.181677,2055198
3.178476,2055956
3.175210,2056678
3.172002,2057348
3.168977,2058023
3.165763,2058821
3.162607,2059589
3.159325,2060280
3.156349,2061037
3.153184,2061762
3.150078,2062509
3.146907,2063527
3.143733,2066009
3.140680,2067836
3.137624,2069772
3.134441,2071643
3.131379,2073511
3.128189,2075974
3.125246,2077809
3.122112,2079226
3.119038,2080638
3.116087,2081765
3.112944,2082490
3.109861,2083273
3.106901,2084031
3.103812,2084772
3.100846,2085533
3.097814,2086368
3.094843,2087092
3.091995,2087756
3.089208,2088489
3.086228,2089221
3.083245,2089986
3.080578,2090882
3.077717,2091528
3.074980,2092230
3.072305,2093020
3.069564,2093790
3.066693,2094653
3.063946,2095305
3.061198,2096090
3.058511,2096903
3.055757,2097664
3.053130,2098599
3.050371,2099390
3.047610,2100147
3.044847,2100894
3.042017,2101616
3.039248,2102332
3.036413,2103206
3.033510,2104868
3.030799,2106166
3.028020,2107693
3.025045,2109290
3.022455,2111493
3.019345,2113229
3.016750,2115100
3.013894,2116435
3.011164,2118113
3.008302,2119354
3.005568,2120155
3.002831,2120872
3.000157,2121539
2.997350,2122301
2.994671,2123021
2.992055,2123736
2.989503,2124489
2.986882,2125206
2.984325,2125920
2.981634,2126607
2.979204,2127295
2.976706,2127905
2.974338,2128572
2.971902,2129281
2.969463,2129914
2.967023,2130689
2.964713,2131345
2.962269,2132051
2.959955,2133102
2.957639,2134077
2.955190,2134980
2.952804,2135799
2.950483,2136621
2.947960,2137165
2.945502,2137688
2.943109,2138252
2.940780,2138805
2.938249,2139310
2.935783,2139859
2.933182,2140394
2.930778,2140911
2.928239,2141468
2.925697,2142001
2.923154,2142517
2.920675,2143117
2.917926,2143660
2.915308,2144209
2.912621,2144830
2.909931,2145404
2.907374,2145954
2.904747,2146588
2.902252,2147315
2.899350,2147981
2.896784,2148575
2.894012,2149129
2.891373,2149692
2.888528,2150869
2.886019,2152280
2.883169,2153524
2.880452,2154772
2.877800,2156040
2.875214,2157433
2.872558,2159040
2.869831,2160519
2.867237,2162040
2.864574,2163758
2.862044,2164950
2.859444,2165670
2.856841,2166529
2.854442,2167453
2.851904,2168292
2.849500,2169068
2.846889,2169980
2.844481,2170848
2.842278,2171957
2.839729,2174296
2.837453,2177387
2.835106,2180424
2.832965,2182658
2.830753,2184165
2.828747,2185413
2.826601,2186427
2.824523,2187321
2.822443,2188598
2.820570,2189773
2.818556,2190382
2.816611,2191007
2.814734,2191632
2.812855,2192221
2.810976,2192918
2.809095,2193659
2.807352,2194282
2.805609,2194964
2.803864,2195692
2.802258,2196290
2.800301,2196949
2.798623,2197572
2.797014,2198163
2.795264,2198882
2.793372,2199519
2.791830,2200126
2.789936,2200739
2.788322,2201540
2.786426,2202759
2.784599,2204232
2.782841,2205558
2.780941,2206648
2.779181,2207904
2.777279,2209656
2.775375,2211680
2.773611,2213030
2.771776,2214367
2.770080,2215502
2.768172,2216104
2.766262,2216758
2.764421,2217370
2.762650,2217974
2.760878,2218826
2.758964,2219635
2.757331,2220356
2.755556,2221241
2.753779,2222093
2.752144,2223154
2.750508,2224736
2.748870,2225702
2.747374,2227027
2.745806,2228322
2.744309,2229511
2.742811,2231023
2.741240,2232904
2.739740,2234276
2.738454,2235142
2.737095,2235761
2.735593,2236514
2.734305,2237241
2.733016,2237900
2.731726,2238519
2.730365,2239252
2.729074,2240022
2.727926,2240727
2.726491,2241421
2.725270,2242091
2.723977,2242885
2.722899,2243584
2.721604,2244200
2.720309,2244797
2.719014,2245498
2.717718,2246328
2.716637,2247175
2.715340,2247972
2.713898,2249270
2.712743,2250747
2.711444,2252461
2.710145,2254276
2.708844,2255117
2.707760,2256032
2.706242,2256933
2.704939,2258069
2.703709,2259795
2.702405,2262033
2.701174,2262714
2.700014,2263295
2.698781,2264011
2.697475,2264747
2.696314,2265427
2.695080,2266132
2.693917,2266782
2.692827,2267270
2.691664,2267887
2.690718,2268614
2.689627,2269303
2.688608,2270085
2.687588,2270866
2.686568,2271566
2.685475,2272312
2.684601,2272978
2.683580,2273601
2.682704,2274449
2.681610,2275405
2.680807,2276110
2.679711,2276848
2.678834,2277722
2.677884,2278449
2.676861,2279133
2.675983,2279960
2.675032,2280612
2.674007,2281200
2.672909,2282547
2.672103,2284601
2.671004,2286217
2.670052,2287678
2.669098,2289202
2.668218,2290769
2.667264,2292629
2.666310,2294193
2.665356,2295829
2.664401,2297918
2.663446,2299472
2.662637,2300185
2.661828,2300952
2.660872,2301718
2.660063,2302387
2.659400,2303104
2.658591,2303931
2.658002,2304794
2.657118,2305508
2.656528,2306165
2.656013,2307082
2.655496,2307909
2.654981,2308772
2.654243,2309639
2.653801,2310353
2.653432,2311101
2.652989,2311864
2.652620,2312548
2.652177,2313254
2.651661,2314630
2.651292,2316088
2.650923,2317505
2.650479,2318904
2.650184,2320400
2.649889,2322457
2.649371,2324526
2.649150,2326614
2.648854,2328197
2.648411,2329391
2.648263,2330075
2.647893,2330822
2.647598,2331520
2.647154,2332261
2.646932,2333081
2.646636,2333681
2.646341,2334332
2.646119,2335037
2.645971,2335715
2.645675,2336382
2.645675,2337068
2.645305,2337731
2.645305,2338395
2.645083,2339219
2.645009,2340069
2.644861,2341050
2.644787,2341971
2.644713,2342755
2.644639,2343849
2.644491,2345136
2.644417,2346411
2.644343,2347498
2.644269,2349127
2.644343,2351456
2.644269,2353627
2.644195,2355537
2.643973,2357303
2.644047,2358772
2.644047,2359563
2.643973,2360315
2.644121,2360991
2.644047,2361676
2.644121,2362464
2.644343,2363209
2.644343,2363901
2.644491,2364787
2.644639,2365483
2.644861,2366272
2.645083,2367209
2.645231,2368039
2.645453,2368786
2.645823,2369488
2.646119,2370236
2.646488,2371069
2.646858,2371793
2.647080,2372600
2.647376,2373495
2.647820,2374376
2.647967,2375248
2.648485,2376019
2.648854,2376815
2.649150,2377580
2.649445,2378421
2.649889,2379357
2.650184,2380399
2.650627,2381452
2.650849,2383066
2.651439,2385403
2.651735,2387452
2.652104,2389919
2.652546,2392129
2.652842,2394306
2.653210,2396870
2.653653,2399351
2.654243,2401620
2.654538,2403261
2.655202,2403959
2.655791,2404666
2.656307,2405389
2.656970,2405998
2.657486,2406809
2.658443,2407570
2.659327,2408282
2.660063,2409041
2.660946,2409688
2.661975,2410419
2.662857,2411595
2.663886,2412678
2.664915,2413501
2.666090,2414259
2.666971,2414976
2.668218,2415659
2.669245,2416359
2.670418,2417055
2.671591,2418417
2.672763,2420438
2.673861,2422431
2.675032,2424612
2.676276,2426782
2.677372,2428835
2.678542,2430362
2.679565,2431846
2.680880,2433711
2.681902,2436089
2.683142,2437463
2.684236,2438163
2.685403,2438924
2.686641,2439484
2.687807,2440031
2.689190,2440761
2.690282,2441721
2.691664,2442637
2.692973,2443602
2.694281,2444420
2.695661,2445467
2.697185,2446340
2.698564,2447081
2.700014,2447950
2.701463,2449020
2.702985,2449989
2.704433,2451007
2.706024,2452402
2.707615,2453709
2.709205,2454483
2.710722,2455161
2.712455,2455847
2.713970,2456537
2.715484,2457256
2.717214,2457959
2.718870,2458706
2.720309,2459571
2.721964,2460306
2.723617,2460980
2.725198,2461694
2.726778,2462565
2.728428,2463313
2.730006,2464234
2.731512,2465218
2.733159,2466307
2.734735,2467072
2.736237,2467868
2.738025,2468635
2.739526,2469331
2.741097,2470043
2.742739,2470817
2.744238,2471628
2.745664,2472553
2.747232,2473295
2.748942,2473985
2.750436,2474704
2.751859,2475544
2.753566,2476634
2.755129,2477814
2.756692,2479632
2.758254,2481081
2.759815,2482396
2.761445,2483579
2.763076,2484788
2.764633,2486043
2.766262,2487430
2.767818,2489255
2.769515,2490084
2.771352,2490942
2.772905,2491717
2.774599,2492573
2.776362,2493376
2.778265,2494117
2.780026,2494879
2.781786,2495658
2.783755,2496461
2.785513,2497255
2.787409,2498043
2.789165,2498812
2.791199,2499583
2.793092,2500312
2.795054,2500972
2.797014,2501790
2.798973,2502577
2.800930,2503337
2.802886,2504081
2.804911,2504879
2.806795,2505851
2.808747,2506658
2.810837,2507400
2.812647,2508291
2.814525,2509163
2.816541,2510043
2.818417,2510880
2.820292,2511724
2.822235,2512708
2.824107,2513857
2.825978,2515013
2.827986,2516062
2.829854,2517603
2.831790,2518857
2.833587,2520159
2.835590,2521670
2.837315,2523163
2.839315,2524364
2.841245,2525106
2.843242,2525805
2.845169,2526625
2.847026,2527329
2.848951,2528053
2.851011,2528715
2.852933,2529393
2.854853,2530002
2.856978,2530615
2.859102,2531250
2.861223,2531983
2.863207,2532656
2.865189,2533330
2.867306,2534103
2.869421,2535281
2.871467,2536311
2.873580,2536931
2.875759,2537559
2.877800,2538171
2.879840,2538771
2.881879,2539393
2.883984,2539986
2.886019,2540603
2.887985,2541202
2.890154,2541942
2.892050,2542856
2.894079,2543640
2.896040,2544376
2.898000,2545267
2.899891,2546143
2.901780,2546966
2.903803,2547702
2.905623,2548451
2.907576,2549376
2.909460,2550258
2.911276,2551266
2.913226,2552241
2.914972,2553060
2.916919,2553923
2.918865,2554648
2.920608,2555527
2.922417,2556214
2.924359,2556875
2.926233,2557996
2.928105,2558776
2.929976,2559393
2.931847,2559978
2.933715,2560573
2.935516,2561181
2.937516,2561782
2.939515,2562420
2.941313,2563017
2.943242,2563658
2.945170,2564276
2.947097,2564901
2.948956,2565522
2.950947,2566059
2.952804,2566568
2.954660,2567221
2.956580,2567774
2.958434,2568316
2.960286,2568908
2.962137,2569487
2.963987,2570169
2.965901,2570753
2.967617,2571876
2.969463,2573591
2.971177,2574673
2.972955,2575874
2.974798,2576980
2.976575,2577980
2.978284,2578943
2.979861,2580758
2.981634,2581971
2.983275,2583063
2.985112,2583766
2.986817,2584501
2.988455,2585247
2.990223,2586095
2.991990,2586798
2.993756,2587519
2.995455,2588273
2.997285,2588924
2.999048,2589652
3.000810,2590306
3.002636,2590985
3.004526,2591649
3.006219,2592338
3.008107,2593178
3.010059,2594069
3.011879,2595028
3.013699,2596140
3.015517,2596852
3.017464,2597604
3.019345,2598690
3.021159,2599929
3.023038,2600943
3.024915,2602481
3.026856,2604261
3.028602,2606240
3.030476,2607894
3.032284,2609190
3.034156,2610595
3.035897,2612009
3.037831,2613402
3.039764,2614456
3.041695,2615683
3.043497,2616947
3.045426,2618786
3.047353,2620618
3.049280,2622465
3.051334,2624106
3.053322,2625389
3.055309,2626416
3.057423,2627039
3.059471,2627579
3.061518,2628281
3.063691,2628885
3.065863,2629559
3.067969,2630383
3.070202,2631063
3.072433,2631788
3.074662,2632929
3.076889,2634666
3.079179,2637267
3.081404,2638999
3.083753,2640997
3.086101,2642306
3.088384,2644025
3.090665,2645767
3.092944,2646715
3.095349,2647555
3.097688,2648141
3.100089,2648851
3.102235,2649482
3.104695,2650078
3.107090,2650696
3.109358,2651317
3.111812,2651869
3.114202,2652576
3.116652,2653300
3.118913,2654076
3.121360,2655021
3.123805,2655886
3.126185,2656697
3.128627,2657435
3.131004,2658134
3.133379,2658798
3.135814,2660003
3.138186,2661227
3.140431,2662759
3.142861,2663909
3.145290,2665308
3.147592,2667309
3.149892,2668666
3.152129,2669888
3.154426,2671132
3.156907,2672526
3.159077,2674248
3.161493,2675390
3.163783,2676087
3.166195,2676853
3.168544,2677669
3.170891,2678389
3.173360,2679183
3.175703,2679910
3.178168,2680605
3.180508,2681398
3.183031,2682151
3.185613,2682878
3.188009,2683586
3.190464,2684180
3.193040,2684824
3.195492,2685584
3.198003,2686320
3.200512,2687040
3.203019,2687794
3.205585,2688639
3.208027,2689427
3.210467,2690263
3.213027,2691182
3.215463,2692042
3.217958,2692854
3.220391,2693737
3.222700,2694880
3.225190,2695920
3.227617,2696711
3.229921,2697747
3.232284,2698825
3.234646,2700035
3.236945,2701580
3.239363,2703588
3.241719,2704937
3.243953,2706186
3.246245,2707501
3.248657,2709173
3.250886,2711042
3.253234,2712125
3.255640,2712831
3.258045,2713499
3.260387,2714217
3.262848,2714967
3.265247,2715677
3.267525,2716328
3.270041,2717070
3.272494,2717732
3.275066,2718496
3.277456,2719282
3.279964,2720006
3.282589,2720781
3.285153,2721516
3.287655,2722183
3.290155,2722985
3.292713,2723672
